"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"1377",1157,5,"X4 X5 V2 E2 R",0.192657838704481,0.17047810899856,0.112436204177913,37.0436066458081,4542.35591306489,4007.39676921878,4565.0110068047,328603971525.424,1803461919.22632,0.860573512589729,9655716.83130798
"975",1158,5,"X2 X4 V1 E2 R",0.192438966740972,0.170253224069021,0.120212346373546,37.1013631643389,4542.40687330762,4007.44474686561,4565.06196704743,328693056674.092,1803950841.11136,0.860806815671711,9658334.51412361
"1302",1159,5,"X3 V1 V2 Z1 O",0.192400079437853,0.170213268433399,0.131743637017708,37.1116248497881,4542.41592604378,4007.45326982479,4565.07101978359,328708884563.256,1804037708.58055,0.860848266972838,9658799.60167291
"987",1160,5,"X2 X4 V2 R O",0.192394089102914,0.170207113528818,0.121256245335663,37.1132055953774,4542.41732051989,4007.45458269611,4565.0724142597,328711322746.156,1804051089.94654,0.860854652274916,9658871.2453708
"1451",1161,5,"X4 V2 E1 E2 R",0.192362270905695,0.170174421205302,0.122701817374118,37.121601866274,4542.42472723047,4007.461555973,4565.07982097028,328724273371.645,1804122166.2631,0.860888568375248,9659251.78724903
"980",1162,5,"X2 X4 V2 Z1 R",0.192090068643771,0.169894740859259,0.121081444594526,37.1934313264428,4542.48807915375,4007.52120110204,4565.14317289356,328835064989.641,1804730218.75588,0.861178718039057,9662507.29413072
"1432",1163,5,"X4 V1 V2 E2 R",0.192076255865234,0.169880548608785,0.122024166526917,37.1970762793493,4542.49129334888,4007.52422725478,4565.14638708869,328840687059.32,1804761074.09986,0.861193441550245,9662672.49332952
"1383",1164,5,"X4 X5 Z1 E2 R",0.192010298498454,0.169812779226434,0.113031536268692,37.2144812855256,4542.50664068694,4007.53867674814,4565.16173442675,328867532991.211,1804908411.38135,0.861263747754395,9663461.33564088
"891",1165,5,"X2 X3 V1 E2 R",0.191971116929259,0.169772521240502,0.136642867207134,37.2248206226933,4542.51575708582,4007.54725984748,4565.17085082563,328883480652.395,1804995936.18975,0.861305512723757,9663929.94257767
"1438",1166,5,"X4 V1 Z1 E2 R",0.191897489198588,0.169696870769978,0.122839494774367,37.2442497049873,4542.53288689771,4007.56338763394,4565.18798063752,328913448571.665,1805160407.72961,0.861383995030076,9664810.52153461
"1446",1167,5,"X4 V2 Z1 E1 R",0.191892557344396,0.169691803425286,0.125479476529861,37.2455511358488,4542.53403425927,4007.56446788178,4565.18912799908,328915455932.301,1805171424.63378,0.861389252061468,9664869.50592787
"1315",1168,5,"X3 V1 E1 E2 R",0.19181952522692,0.169616764930956,0.133463865480066,37.2648230461417,4542.55102385369,4007.58046372197,4565.2061175935,328945181425.41,1805334565.6774,0.861467099483393,9665742.9614214
"889",1169,5,"X2 X3 V1 E1 R",0.191708699764786,0.169502894813269,0.134974225449365,37.2940679652022,4542.57680245031,4007.60473460164,4565.23189619012,328990289545.299,1805582130.47733,0.861585232118855,9667068.42085033
"1458",1170,5,"X4 Z1 E2 R O",0.191575030275732,0.169365553085505,0.124364466007839,37.329341027123,4542.60788998801,4007.63400411476,4565.26298372782,329044695628.718,1805880724.85878,0.861727714980813,9668667.09214135
"933",1171,5,"X2 X4 X5 Z1 E2",0.191557961215898,0.169348015095456,0.112009368092744,37.3338452562383,4542.6118593723,4007.63774138174,4565.26695311211,329051643068.255,1805918854.16861,0.861745909473163,9668871.23607961
"1247",1172,5,"X3 X5 V2 Z1 O",0.191422384391739,0.16920871363327,0.129566650868651,37.3696216308429,4542.64338458343,4007.66742322095,4565.29847832324,329106825474.181,1806221709.20483,0.861890425428586,9670492.71887307
"840",1173,5,"X2 X3 X5 V1 E2",0.191409575197631,0.169195552538225,0.13227602815752,37.3730017552087,4542.64636278783,4007.67022729245,4565.30145652764,329112039065.466,1806250322.7158,0.861904079184943,9670645.91532071
"852",1174,5,"X2 X3 X5 E1 E2",0.191381966647265,0.169167185511201,0.132788195366555,37.3802871732461,4542.65278175929,4007.67627095919,4565.3078754991,329123276282.761,1806311995.41372,0.861933508079289,9670976.1103201
"897",1175,5,"X2 X3 V2 Z1 O",0.191371767362533,0.169156706026338,0.132794497220784,37.3829785877525,4542.65515303146,4007.67850359003,4565.31024677127,329127427590.138,1806334778.84125,0.861944379844333,9671098.09256007
"910",1176,5,"X2 X3 E1 E2 R",0.191364878913278,0.169149628333973,0.135752753396659,37.3847963301469,4542.65675453743,4007.68001146136,4565.31184827724,329130231323.042,1806350166.43836,0.861951722477055,9671180.47759902
"1229",1177,5,"X3 X5 V1 V2 Z1",0.191345356016508,0.169129569093885,0.130883723064661,37.3899480843095,4542.66129337107,4007.68428492783,4565.31638711088,329138177521.967,1806393777.19297,0.861972532597788,9671413.96913703
"1453",1178,5,"X4 V2 E1 R O",0.191337776119709,0.169121780958162,0.123905395734174,37.3919482877295,4542.66305557442,4007.68594410355,4565.31814931423,329141262687.479,1806410709.36359,0.861980612268003,9671504.6238069
"989",1179,5,"X2 X4 Z1 E1 R",0.19132899719453,0.16911276085372,0.120805765655893,37.394264893962,4542.66509651182,4007.68786571793,4565.32019025162,329144835880.875,1806430319.955,0.861989970023413,9671609.61871448
"997",1180,5,"X2 X4 E2 R O",0.191315365261256,0.169098754416785,0.120120255452343,37.3978621249371,4542.66826563974,4007.69084956523,4565.32335937955,329150384343.012,1806460771.32212,0.862004500765474,9671772.65502531
"1233",1181,5,"X3 X5 V1 V2 O",0.191241523224407,0.16902288375255,0.128814344509354,37.4173477589181,4542.68543137847,4007.70701176124,4565.34052511828,329180439489.067,1806625721.5847,0.86208321150805,9672655.79705882
"839",1182,5,"X2 X3 X5 V1 E1",0.191194920945921,0.168975001191688,0.130212524194173,37.4296452926807,4542.69626400181,4007.71721112202,4565.35135774162,329199407523.349,1806729822.96653,0.862132886464238,9673213.1548017
"929",1183,5,"X2 X4 X5 V2 E2",0.191104219121313,0.168881807558711,0.11114901715761,37.453579932503,4542.71734570296,4007.73706048653,4565.37243944277,329236324931.134,1806932435.06153,0.862229568628931,9674297.93790419
"1455",1184,5,"X4 Z1 E1 E2 R",0.191057675817271,0.16883398559247,0.123378054674306,37.4658619039319,4542.7281627818,4007.74724528854,4565.38325652161,329255268961.67,1807036404.70471,0.86227918072225,9674854.59031969
"1444",1185,5,"X4 V1 E2 R O",0.191023702873321,0.168799079325885,0.122108696349643,37.474826775153,4542.73605800394,4007.75467903788,4565.39115174375,329269096611.013,1807112294.35056,0.862315393640526,9675260.90271416
"1299",1186,5,"X3 V1 V2 Z1 E1",0.191018465637241,0.168793698209693,0.13191136600502,37.476208791003,4542.73727509423,4007.75582499093,4565.39236883404,329271228268.021,1807123993.42474,0.862320976188875,9675323.53943869
"879",1187,5,"X2 X3 V1 V2 Z1",0.191015776939772,0.168790935646909,0.134555503969203,37.4769182916751,4542.73789992219,4007.75641329869,4565.392993662,329272322620.216,1807129999.50708,0.8623238421631,9675355.69594266
"1367",1188,5,"X4 X5 V1 E2 R",0.190983482755276,0.168757754259542,0.109320998424097,37.4854401673661,4542.74540462418,4007.76347936961,4565.40049836399,329285466981.79,1807202139.09639,0.862358265634486,9675741.93057245
"940",1189,5,"X2 X4 X5 E2 O",0.190886289593127,0.168657890955575,0.112729594008557,37.5110877586827,4542.76798910372,4007.78474391859,4565.42308284353,329325026490.285,1807419251.71003,0.862461867136997,9676904.34930474
"1321",1190,5,"X3 V2 Z1 E1 O",0.190876090675699,0.168647411848108,0.130562397677998,37.5137790762639,4542.77035883787,4007.78697516225,4565.42545257768,329329177648.161,1807442034.31706,0.862472738510519,9677026.32715179
"1300",1191,5,"X3 V1 V2 Z1 E2",0.190843344715493,0.168613766273611,0.132004426353426,37.5224201677364,4542.77796721018,4007.79413889941,4565.43306094999,329342505891.242,1807515183.09471,0.862507643545024,9677417.96496569
"1323",1192,5,"X3 V2 Z1 E2 O",0.190837437835689,0.168607697116889,0.129818754057213,37.5239788909616,4542.77933961359,4007.7954311006,4565.4344333534,329344910106.277,1807528378.03646,0.86251393988943,9677488.61055003
"966",1193,5,"X2 X4 V1 V2 R",0.190746818265477,0.168514587998045,0.117232236535831,37.547891825274,4542.80039289273,4007.81525409469,4565.45548663254,329381794034.923,1807730806.38945,0.86261053437636,9678572.40989966
"973",1194,5,"X2 X4 V1 E1 R",0.190584268002729,0.168347572068738,0.117562914784096,37.5907860229229,4542.83815163294,4007.85080658484,4565.49324537275,329447955155.29,1808093915.39438,0.862783802238849,9680516.4918307
"883",1195,5,"X2 X3 V1 V2 O",0.190551942959858,0.168314358975239,0.132070960013837,37.5993160416045,4542.84565950124,4007.85787580493,4565.50075324105,329461112076.824,1808166123.91593,0.862818258603228,9680903.09552302
"1375",1196,5,"X4 X5 V2 E1 R",0.190437771355365,0.168197050788205,0.109155157426936,37.6294439496511,4542.87217478885,4007.88284203397,4565.52726852866,329507582141.774,1808421163.4157,0.862939958005819,9682268.57441909
"1252",1197,5,"X3 X5 V2 E2 O",0.190382888573763,0.168140660237877,0.129339287066419,37.6439265647007,4542.88491947091,4007.89484221048,4565.54001321072,329529920501.973,1808543762.00077,0.862998459432363,9682924.9660006
"924",1198,5,"X2 X4 X5 V1 E2",0.190292713823642,0.168048008159457,0.108238602756902,37.6677221186988,4542.90585765113,4007.91455732457,4565.56095139094,329566623380.184,1808745196.70308,0.863094579770403,9684003.44535451
"1245",1199,5,"X3 X5 V2 Z1 E2",0.190271910459901,0.168026633274734,0.13058981194047,37.6732117659069,4542.91068776963,4007.91910531427,4565.56578150944,329575090754.086,1808791667.79811,0.863116754784501,9684252.25112616
"1250",1200,5,"X3 X5 V2 E1 O",0.190260469798684,0.168014878309637,0.1280958308126,37.676230758157,4542.9133440059,4007.92160640112,4565.56843774571,329579747325.851,1808817224.24471,0.863128949775029,9684389.08008217
"994",1201,5,"X2 X4 E1 E2 R",0.190196792364501,0.167949451495394,0.11712893905134,37.6930341296278,4542.9281276326,4007.93552655246,4565.58322137241,329605665280.805,1808959468.55346,0.863196825721356,9685150.65466912
"936",1202,5,"X2 X4 X5 E1 E2",0.19016591198132,0.167917722750038,0.109339236359225,37.7011829276504,4542.93529653647,4007.9422767558,4565.59039027628,329618234197.73,1809028449.95663,0.863229742173758,9685519.98040229
"1244",1203,5,"X3 X5 V2 Z1 E1",0.190155444998723,0.167906968212973,0.130141189962646,37.7039449829847,4542.93772639221,4007.94456469818,4565.59282013202,329622494463.348,1809051831.3746,0.863240899287076,9685645.16427708
"1441",1204,5,"X4 V1 E1 E2 R",0.190126913249479,0.167877652624465,0.119457567757148,37.7114740172087,4542.94434973041,4007.95080121343,4565.59944347022,329634107440.553,1809115566.33819,0.863271312250555,9685986.40062594
"1389",1205,5,"X4 X5 E2 R O",0.190116866054081,0.167867329407215,0.111763545534023,37.7141252979751,4542.94668202302,4007.95299729545,4565.60177576283,329638196844.611,1809138010.0246,0.863282021898397,9686106.56389545
"1430",1206,5,"X4 V1 V2 E1 R",0.190086033356495,0.167835649657498,0.119672801316114,37.7222615125956,4542.95383915047,4007.95973643978,4565.60893289028,329650746352.571,1809206884.90644,0.863314887521099,9686475.31931454
"1305",1207,5,"X3 V1 V2 E1 O",0.189994328577961,0.167741425516916,0.128301563107646,37.7464608145795,4542.97512477227,4007.97977902835,4565.63021851208,329688071982.123,1809411737.42601,0.863412638768547,9687572.09762744
"1307",1208,5,"X3 V1 V2 E2 O",0.189959449436625,0.167705588157411,0.129420247236189,37.7556648155882,4542.98321994695,4007.98740148926,4565.63831368676,329702268471.438,1809489651.35915,0.863449817633488,9687989.24803554
"1258",1209,5,"X3 X5 Z1 E2 O",0.189889027598913,0.167633231653829,0.128777312094498,37.7742479182824,4542.99956323992,4008.00279046817,4565.65465697973,329730931529.883,1809646961.49193,0.86352488266929,9688831.48489159
"928",1210,5,"X2 X4 X5 V2 E1",0.189868890295463,0.167612541127756,0.10808064930482,37.7795618037213,4543.00423638486,4008.00719075079,4565.65933012467,329739127804.284,1809691944.72416,0.863546347707034,9689072.32466087
"932",1211,5,"X2 X4 X5 Z1 E1",0.189801115985287,0.167542904885982,0.10967094067604,37.7974462697754,4543.01996351498,4008.02199961834,4565.67505725479,329766713267.497,1809843340.74107,0.863618590653045,9689882.89740049
"977",1212,5,"X2 X4 V1 R O",0.189799167960809,0.167540903344348,0.118181753946963,37.7979603196796,4543.02041553752,4008.02242524939,4565.67550927733,329767506151.371,1809847692.28882,0.863620667118698,9689906.19554302
"970",1213,5,"X2 X4 V1 Z1 R",0.189690672703456,0.167429427448056,0.117659929608985,37.8265903380767,4543.04558922532,4008.04612923425,4565.70068296513,329811665832.566,1810090051.8167,0.863736315909503,9691203.78599818
"894",1214,5,"X2 X3 V2 Z1 E1",0.189503727934113,0.167237346833402,0.133178654741702,37.8759218233052,4543.08895730945,4008.08696571252,4565.74405104926,329887755991.865,1810507653.90498,0.863935586707594,9693439.62334498
"900",1215,5,"X2 X3 V2 E1 O",0.189432850791979,0.167164522517033,0.130896271551709,37.8946250729469,4543.10539701508,4008.10244586229,4565.76049075489,329916604368.071,1810665981.10862,0.864011137067891,9694287.30558811
"902",1216,5,"X2 X3 V2 E2 O",0.189380234869058,0.167110461101725,0.131749682924001,37.9085095032707,4543.11760016504,4008.11393677544,4565.77269390485,329938020072.67,1810783515.9258,0.864067222172542,9694916.58580769
"895",1217,5,"X2 X3 V2 Z1 E2",0.189351681486557,0.167081123285639,0.133113216067298,37.9160442461363,4543.12422218636,4008.12017231641,4565.77931592617,329949641855.032,1810847299.21432,0.864097658195648,9695258.08088775
"1231",1218,5,"X3 X5 V1 V2 E2",0.189329013125476,0.167057832167385,0.129302034270605,37.9220260338256,4543.12947920374,4008.12512252599,4565.78457294355,329958868319.147,1810897936.38892,0.864121821173943,9695529.19180716
"1386",1219,5,"X4 X5 E1 E2 R",0.189314984111091,0.167043417740517,0.108645398399428,37.9257280476254,4543.13273259745,4008.12818604961,4565.78782633725,329964578401.023,1810929274.76615,0.864136775178287,9695696.97716115
"1256",1220,5,"X3 X5 Z1 E1 O",0.189245884667128,0.166972419960181,0.128065431866492,37.9439621935241,4543.14875625843,4008.14327459419,4565.80384999824,329992703219.477,1811083630.90138,0.864210430629545,9696523.39834426
"1230",1221,5,"X3 X5 V1 V2 E1",0.189218318995265,0.166944096989641,0.127033776716139,37.9512362966674,4543.15514815718,4008.14929348745,4565.81024189699,330003922984.387,1811145207.81619,0.864239813818234,9696853.08052181
"993",1222,5,"X2 X4 Z1 R O",0.18914453972142,0.166868290812668,0.118500296532641,37.9707053685792,4543.17225494776,4008.16540203943,4565.82734868757,330033952584.678,1811310017.87713,0.864318457659585,9697735.47191721
"1450",1223,5,"X4 V2 Z1 R O",0.189137810452949,0.166861376674184,0.122745846756937,37.9724811059232,4543.17381514842,4008.16687120039,4565.82890888823,330036691527.906,1811325049.89208,0.864325630616088,9697815.95317281
"938",1224,5,"X2 X4 X5 E1 O",0.189103787665801,0.166826419195081,0.10964244615374,37.9814591299007,4543.18170323333,4008.17429901382,4565.83679697314,330050539464.401,1811401050.87895,0.864361896663927,9698222.86168603
"1436",1225,5,"X4 V1 Z1 E1 R",0.189003569166728,0.166723447440539,0.122026147605192,38.0079050552081,4543.20493667967,4008.1961768641,4565.86003041948,330091330343.9,1811624921.56891,0.864468722976125,9699421.46309037
"996",1226,5,"X2 X4 E1 R O",0.188855932346602,0.166571754663816,0.116875996388624,38.0468638537712,4543.23915778726,4008.22840150054,4565.89425152707,330151421402.886,1811954716.53781,0.864626094092084,9701187.18201024
"1319",1227,5,"X3 V2 Z1 E1 E2",0.188805131423071,0.166519558110518,0.129270585774706,38.0602693372066,4543.25093161998,4008.23948850421,4565.90602535979,330172098367.412,1812068196.96214,0.864680244527056,9701794.75505164
"931",1228,5,"X2 X4 X5 V2 O",0.18879726501278,0.166511475590054,0.108730466063641,38.0623451465721,4543.25275470592,4008.24120524281,4565.90784844573,330175300149.491,1812085769.15406,0.864688629601762,9701888.836389
"1326",1229,5,"X3 V2 E1 E2 O",0.188710263833329,0.16642208426831,0.127142467002508,38.0853032502627,4543.27291655203,4008.26019102328,4565.92801029184,330210711322.678,1812280114.65166,0.864781367122716,9702929.36021279
"923",1230,5,"X2 X4 X5 V1 E1",0.188676803439874,0.166387704633277,0.10516970954698,38.0941328682898,4543.28067016208,4008.26749237972,4565.93576390189,330224330353.995,1812354859.34888,0.864817033695958,9703329.5425639
"1459",1231,5,"X4 E1 E2 R O",0.188526479962955,0.166233251390509,0.11907003573344,38.1338006290258,4543.31549992658,4008.30029075439,4565.97059366639,330285514934.582,1812690655.8416,0.864977268610916,9705127.39358149
"1379",1232,5,"X4 X5 V2 R O",0.188483317836718,0.166188903491573,0.109459171913564,38.1451903662213,4543.32549934583,4008.30970702361,4565.98059308564,330303082759.949,1812787072.52185,0.86502327659163,9705643.60751006
"1237",1233,5,"X3 X5 V1 Z1 O",0.188419082532082,0.166122903480766,0.125893787604141,38.1621409500377,4543.3403798278,4008.32371974111,4565.9954735676,330329227779.034,1812930563.01614,0.865091747191077,9706411.85416169
"1434",1234,5,"X4 V1 V2 R O",0.188339571754126,0.166041208340778,0.119571085238609,38.1831224665684,4543.35879733091,4008.34106328457,4566.01389107072,330361590213.041,1813108176.26005,0.86517650043791,9707362.79366887
"1443",1235,5,"X4 V1 E1 R O",0.188335641340836,0.166037169949101,0.120850587135366,38.1841596345288,4543.35970770658,4008.34192057647,4566.01480144639,330363189967.74,1813116956.11948,0.865180689999328,9707409.80094728
"1254",1236,5,"X3 X5 Z1 E1 E2",0.188307735196323,0.166008497152266,0.128955513650219,38.191523582505,4543.36617129578,4008.34800728072,4566.02126503559,330374548311.645,1813179293.59095,0.865210436109415,9707743.55513751
"1235",1237,5,"X3 X5 V1 Z1 E2",0.188275081157566,0.165974946024532,0.127637607631651,38.2001404174998,4543.37373430466,4008.3551293105,4566.02882804447,330387839140.907,1813252237.03207,0.865245243161715,9708134.09358174
"1381",1238,5,"X4 X5 Z1 E1 R",0.188261915225148,0.165961418390674,0.109774460802273,38.2036146789241,4543.37678358301,4008.35800079707,4566.03187732282,330393197931.627,1813281647.43436,0.865259277177589,9708291.5565774
"927",1239,5,"X2 X4 X5 V2 Z1",0.188259251186748,0.165958681164406,0.107217252498244,38.204317672495,4543.37740057808,4008.35858181777,4566.03249431789,330394282247.101,1813287598.43263,0.865262116866873,9708323.41816181
"908",1240,5,"X2 X3 Z1 E2 O",0.188245689093541,0.165944746486221,0.13037555616344,38.2078964738868,4543.38054154671,4008.36153965112,4566.03563528652,330399802282.971,1813317893.78919,0.865276573164028,9708485.6191937
"1248",1241,5,"X3 X5 V2 E1 E2",0.18811073396691,0.165806083801166,0.127568021970923,38.2435087932864,4543.4117941741,4008.3909702029,4566.06688791391,330454731645.904,1813619360.0613,0.865420426430876,9710099.66655819
"1372",1242,5,"X4 X5 V2 Z1 R",0.188060532134807,0.165754502797852,0.108516348752911,38.2567561868751,4543.42341848428,4008.40191685371,4566.07851222409,330475164768.56,1813731502.21962,0.865473938273887,9710700.07453691
"935",1243,5,"X2 X4 X5 Z1 O",0.188045405191049,0.165738960278715,0.108322599855518,38.2607479252115,4543.42692101008,4008.40521519959,4566.08201474989,330481321729.058,1813765293.18005,0.865490062598552,9710880.99099644
"1365",1244,5,"X4 X5 V1 E1 R",0.188035246821322,0.165728522832897,0.106370314669684,38.2634285429569,4543.4292730647,4008.4074301426,4566.08436680451,330485456383.232,1813787985.21057,0.865500890750898,9711002.48389778
"1457",1245,5,"X4 Z1 E1 R O",0.188025033907928,0.165718029344959,0.122815281952882,38.266123553831,4543.43163771863,4008.40965695169,4566.08673145844,330489613237.739,1813810799.08215,0.865511777043197,9711124.62913493
"906",1246,5,"X2 X3 Z1 E1 O",0.187972136838066,0.165663679058892,0.130246440328963,38.2800821739609,4543.44388480215,4008.42119012522,4566.09897854196,330511143374.615,1813928961.93268,0.865568161831951,9711757.27183871
"1427",1247,5,"X4 V1 V2 Z1 R",0.187856622834438,0.165544991593626,0.119634091808976,38.3105643178783,4543.47062660397,4008.44637320361,4566.12572034378,330558159822.138,1814187000.11856,0.865691292143512,9713138.80566979
"880",1248,5,"X2 X3 V1 V2 E1",0.187803066041731,0.16548996346046,0.130232827667345,38.3246970274351,4543.48302385467,4008.45804789871,4566.13811759448,330579958479.051,1814306636.67514,0.86574838015332,9713779.33858081
"881",1249,5,"X2 X3 V1 V2 E2",0.187705682395674,0.165389904439511,0.132027725000987,38.3503948841544,4543.50556398896,4008.47927440206,4566.16065772877,330619595518.202,1814524174.7967,0.865852184699117,9714944.03547813
"926",1250,5,"X2 X4 X5 V1 O",0.187686521020158,0.16537021665258,0.106437268796786,38.3554512391223,4543.50999870681,4008.48345067948,4566.16509244662,330627394570.941,1814566977.97572,0.865872609462029,9715173.20326466
"921",1251,5,"X2 X4 X5 V1 V2",0.187649043798304,0.165331709836719,0.104664696575294,38.3653408285599,4543.51867215046,4008.49161867669,4566.17376589027,330642648529.589,1814650695.5687,0.8659125577095,9715621.42640869
"1234",1252,5,"X3 X5 V1 Z1 E1",0.187566348812347,0.165246743010488,0.126537961616184,38.3871626024056,4543.53780903457,4008.50964041488,4566.19290277438,330676306998.22,1814835421.77926,0.866000705112114,9716610.44866722
"887",1253,5,"X2 X3 V1 Z1 O",0.187448249395608,0.165125399104279,0.128873290830086,38.4183269920423,4543.56513566823,4008.53537481044,4566.22022940804,330724375759.194,1815099235.32819,0.866126591303582,9718022.90373353
"922",1254,5,"X2 X4 X5 V1 Z1",0.187340516015756,0.165014706016189,0.104949194781114,38.4467559641687,4543.59006027497,4008.55884728288,4566.24515401478,330768225341.419,1815339892.9543,0.866241427983205,9719311.38222383
"1330",1255,5,"X3 Z1 E1 E2 O",0.187254980972815,0.164926821109431,0.127191678780662,38.4693271798395,4543.60984684263,4008.57748116251,4566.26494058244,330803039768.514,1815530963.35802,0.866332602699307,9720334.37122823
"1303",1256,5,"X3 V1 V2 E1 E2",0.187228918817628,0.164900042960969,0.126767538683068,38.4762045309852,4543.61587530974,4008.58315845205,4566.27096904955,330813647572.877,1815589181.67817,0.866360383238353,9720646.07152404
"1358",1257,5,"X4 X5 V1 V2 R",0.187206106989223,0.164876604433982,0.105115426122541,38.4822241772151,4543.62115178138,4008.58812755892,4566.27624552119,330822932430.984,1815640139.3338,0.866384699143355,9720918.89829568
"1313",1258,5,"X3 V1 Z1 E2 O",0.187198209395511,0.16486848987341,0.126488437451479,38.4843082153453,4543.62297849343,4008.58984786288,4566.27807223324,330826146905.321,1815657781.18405,0.866393117457532,9721013.35258308
"1242",1259,5,"X3 X5 V1 E2 O",0.187045810971966,0.164711904679987,0.124914747736675,38.524523518541,4543.65822474696,4008.62304112689,4566.31331848676,330888176029.566,1815998212.74652,0.866555564128783,9722836.01971709
"1261",1260,5,"X3 X5 E1 E2 O",0.186943341911636,0.164606620535582,0.125219854059244,38.5515633279661,4543.68191977138,4008.64535614221,4566.33701351119,330929882931.295,1816227110.79875,0.866664789390893,9724061.53756806
"1311",1261,5,"X3 V1 Z1 E1 O",0.186726674197302,0.164384000411514,0.126742127736727,38.6087381833353,4543.73201234907,4008.69253171707,4566.38710608888,331018070907.651,1816711108.77465,0.86689574288859,9726652.85782408
"898",1262,5,"X2 X3 V2 E1 E2",0.186631706529524,0.164286423741874,0.129716225810326,38.6337985052509,4543.75396422999,4008.7132054671,4566.4090579698,331056724596.625,1816923250.02109,0.866996972160837,9727788.6599067
"1440",1263,5,"X4 V1 Z1 R O",0.186555626429475,0.164208253529186,0.120206325925395,38.6538747253289,4543.77154837979,4008.72976587117,4566.4266421196,331087690677.958,1817093199.72745,0.867078068531219,9728698.56891157
"1240",1264,5,"X3 X5 V1 E1 O",0.186478587593064,0.164129098241225,0.123203771368258,38.6742039393197,4543.78935244351,4008.74653345602,4566.44444618332,331119046983.649,1817265291.08404,0.867160186851349,9729619.94429002
"1388",1265,5,"X4 X5 E1 R O",0.186368564292807,0.164016052322829,0.108043727035238,38.7032371817609,4543.81477646007,4008.77047751406,4566.46987019988,331163828608.043,1817511063.99391,0.86727746443514,9730935.80995771
"904",1266,5,"X2 X3 Z1 E1 E2",0.186298747475475,0.163944317461065,0.130530231490908,38.7216606300609,4543.8309078409,4008.78566994509,4566.48600158071,331192245411.419,1817667022.61643,0.867351884559109,9731770.81084152
"1369",1267,5,"X4 X5 V1 R O",0.186274382039099,0.163919282644569,0.107495320076715,38.7280902465132,4543.83653722078,4008.79097167261,4566.49163096059,331202162618.205,1817721450.76196,0.867377856507773,9732062.21858088
"885",1268,5,"X2 X3 V1 Z1 E2",0.186194334722895,0.163837036226271,0.130019918157995,38.7492133461902,4543.85503013162,4008.808388272,4566.51012387143,331234743433.721,1817900262.53897,0.867463181669002,9733019.57502209
"979",1269,5,"X2 X4 V2 Z1 E2",0.186035372391436,0.163673706797794,0.116191535495622,38.7911607509443,4543.89174897155,4008.84297025357,4566.54684271136,331299444196.228,1818255356.72966,0.867632625033305,9734920.74571898
"1362",1270,5,"X4 X5 V1 Z1 R",0.185979017234724,0.163615803422491,0.106449128723711,38.8060319002716,4543.9047647739,4008.85522867149,4566.55985851371,331322381841.751,1818381244.34455,0.867692695914635,9735594.74673277
"884",1271,5,"X2 X3 V1 Z1 E1",0.185911616686385,0.163546551210736,0.129557229382064,38.8238177370537,4543.92033043964,4008.86988862682,4566.57542417945,331349815176.623,1818531805.44254,0.867764540455172,9736400.849325
"986",1272,5,"X2 X4 V2 E2 O",0.185844382678738,0.163477470114967,0.116256822454138,38.841559626633,4543.93585636013,4008.88451120331,4566.59095009994,331377180726.193,1818681994.51761,0.867836207474312,9737204.96011024
"1309",1273,5,"X3 V1 Z1 E1 E2",0.185396903313444,0.163017697360516,0.126685514640098,38.959641677159,4544.03915726292,4008.98180312132,4566.69425100273,331559313536.37,1819681585.56294,0.868313190973582,9742556.76043267
"1238",1274,5,"X3 X5 V1 E1 E2",0.185066257890121,0.162677968271717,0.123734765307172,39.0468932749111,4544.11545052486,4009.05365995175,4566.77054426467,331693892658.432,1820420189.90979,0.868665637194047,9746511.24061744
"1385",1275,5,"X4 X5 Z1 R O",0.185057161474011,0.162668621954066,0.107455736051667,39.0492936614987,4544.11754899814,4009.05563641773,4566.77264273795,331697595076.816,1820440509.7207,0.868675333373857,9746620.03267904
"982",1276,5,"X2 X4 V2 E1 E2",0.184999272946187,0.162609143082072,0.113372704643118,39.0645694408921,4544.13090288776,4009.06821392205,4566.78599662757,331721156834.222,1820569822.61986,0.86873703872769,9747312.3726301
"978",1277,5,"X2 X4 V2 Z1 E1",0.184794234421961,0.162398471631356,0.114230366387241,39.1186755545035,4544.17819412716,4009.11275600308,4566.83328786697,331804611503.886,1821027843.00842,0.868955596275492,9749764.60914684
"965",1278,5,"X2 X4 V1 V2 E2",0.184725101368449,0.162327439318131,0.113446168740653,39.1369185693799,4544.19413668245,4009.12777188991,4566.84923042226,331832750002.08,1821182274.22153,0.869029287552313,9750591.43229619
"892",1279,5,"X2 X3 V1 E2 O",0.184656219884442,0.162256665485663,0.12697535091584,39.1550951994228,4544.21001987963,4009.14273192516,4566.86511361944,331860786106.59,1821336143.47215,0.869102710672628,9751415.24670397
"984",1280,5,"X2 X4 V2 E1 O",0.184656163586136,0.162256607640701,0.113756468566902,39.1551100555701,4544.21003286076,4009.14274415182,4566.86512660057,331860809021.096,1821336269.23276,0.86910277068291,9751415.92002506
"890",1281,5,"X2 X3 V1 E1 O",0.184436978146736,0.162031400623294,0.125778371583701,39.2129492949568,4544.26056531471,4009.19033993638,4566.91565905452,331950021760.552,1821825891.36841,0.869336407909523,9754037.3519753
