"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"2205",1999,6,"X3 X5 X6 E1 E2 R",0.232330506740917,0.206882899229566,0.144324506384342,28.5746770036579,4534.88291700765,4000.34441519137,4560.77445271029,314192292575.102,1733202554.28382,0.827047244118902,9283250.14830078
"1678",2000,6,"X2 X3 X5 X6 V2 E2",0.232311645692857,0.206863412953394,0.14126689080338,28.5796541074145,4534.88753596608,4000.34870837314,4560.77907166872,314200012037.686,1733245137.73537,0.827067564032557,9283478.23060539
"1670",2001,6,"X2 X3 X5 X6 V1 V2",0.23226610776914,0.206816365485244,0.142176524979143,28.5916707763969,4534.89868746487,4000.35907337746,4560.79022316751,314218649830.092,1733347950.7902,0.827116624226617,9284028.91021531
"1738",2002,6,"X2 X3 X6 V1 E2 R",0.232151010830341,0.206697453178308,0.145182042328868,28.6220428641327,4534.92686988966,4000.38526830215,4560.8184055923,314265756783.524,1733607810.41738,0.827240623691069,9285420.75095349
"2315",2003,6,"X4 X5 X6 V2 Z1 E1",0.232023270855278,0.206565478728934,0.102338827598792,28.6557512300584,4534.95814311954,4000.41433631821,4560.84967882218,314318038287.44,1733896214.80626,0.827378244106192,9286965.48101357
"2182",2004,6,"X3 X5 X6 V1 Z1 O",0.231936187770535,0.2064755089121,0.144046592017957,28.6787309471362,4534.97945977038,4000.43414999332,4560.87099547302,314353679711.621,1734092826.27283,0.827472062899147,9288018.55667498
"2256",2005,6,"X3 X6 V1 Z1 E1 O",0.231828324022493,0.2063640695702,0.146170080855186,28.7071943211687,4535.00585986961,4000.45868887237,4560.89739557225,314397826259.818,1734336355.19415,0.827588269699524,9289322.9281054
"2382",2006,6,"X4 X6 V1 Z1 E1 O",0.231734955431551,0.206267605887846,0.115722717839246,28.7318326744164,4535.02870922603,4000.47992749396,4560.92024492866,314436040220.253,1734547157.73578,0.827688860170429,9290452.01294375
"2311",2007,6,"X4 X5 X6 V1 E1 O",0.231719192269023,0.206251320189543,0.103036957469736,28.7359922998616,4535.03256654607,4000.48351291168,4560.92410224871,314442491778.138,1734582746.94936,0.827705842583097,9290642.63323303
"1677",2008,6,"X2 X3 X5 X6 V2 E1",0.231656830154167,0.206186890822261,0.140661111912858,28.7524485813539,4535.04782607315,4000.49769683587,4560.93936177579,314468015386.942,1734723544.75064,0.827773028286947,9291396.76390654
"2189",2009,6,"X3 X5 X6 V2 Z1 E1",0.231652069124633,0.206181971968543,0.142427567567573,28.7537049345484,4535.04899100936,4000.49877966153,4560.940526712,314469963984.349,1734734293.94495,0.82777815757291,9291454.33793875
"2201",2010,6,"X3 X5 X6 Z1 E1 O",0.231628713806955,0.206157842441439,0.146005740386754,28.75986799818,4535.05470552073,4000.5040913909,4560.94624122337,314479522864.661,1734787024.31474,0.827803319379248,9291736.76840942
"2370",2011,6,"X4 X6 V1 V2 Z1 E1",0.231616481432546,0.206145204573956,0.113223590101233,28.7630959098225,4535.05769843331,4000.50687335444,4560.94923413595,314484529339.183,1734814641.90637,0.827816497904164,9291884.69169222
"1739",2012,6,"X2 X3 X6 V1 E2 O",0.231597290348782,0.20612537732167,0.143412069968785,28.7681601042823,4535.06239384726,4000.51123782721,4560.9539295499,314492383879.005,1734857970.49463,0.827837173381146,9292116.76504248
"2301",2013,6,"X4 X5 X6 V1 V2 E1",0.231541838132943,0.20606808691083,0.0992123700372965,28.7827929831598,4535.075960484,4000.52384829748,4560.96749618664,314515079399.637,1734983167.50061,0.827896914718653,9292787.33590068
"1681",2014,6,"X2 X3 X5 X6 Z1 E1",0.231540730051986,0.206066942097909,0.144357656722569,28.7830853865232,4535.07623157107,4000.52410027906,4560.96776727371,314515532915.765,1734985669.2657,0.827898108507529,9292800.73566815
"2261",2015,6,"X3 X6 V1 E1 E2 O",0.231484062464574,0.206008396026935,0.140435729236904,28.7980389808988,4535.09009452264,4000.53698623394,4560.98163022528,314538725864.501,1735113610.27171,0.827959159223249,9293486.00373452
"1757",2016,6,"X2 X3 X6 E1 E2 R",0.23145108749111,0.205974327960429,0.145345043331557,28.8067405050016,4535.09816092922,4000.54448418206,4560.98969663186,314552221884.079,1735188059.3787,0.827994684747146,9293884.76248419
"1671",2017,6,"X2 X3 X5 X6 V1 Z1",0.231434222368001,0.205956903772466,0.142473650230813,28.8111909187491,4535.10228637694,4000.54831890684,4560.99382207958,314559124453.141,1735226136.53913,0.828012854354916,9294088.70852865
"1728",2018,6,"X2 X3 X6 V1 V2 E2",0.231395174554859,0.205916561556678,0.142857409806396,28.8214949600123,4535.11183767705,4000.55719713887,4561.00337337969,314575105968.675,1735314296.57423,0.828054922440898,9294560.90472809
"2184",2019,6,"X3 X5 X6 V1 E1 R",0.2313094142158,0.205827958333451,0.142571147136412,28.8441256274248,4535.13281340317,4000.57669482089,4561.02434910581,314610206018.602,1735507921.61733,0.828147316176348,9295597.98473099
"1758",2020,6,"X2 X3 X6 E1 E2 O",0.23123743160028,0.205753589553881,0.143216563665543,28.8631205923372,4535.15041749302,4000.59305854156,4561.04195319566,314639667112.464,1735670440.06332,0.828224866507986,9296468.45390042
"2308",2021,6,"X4 X5 X6 V1 Z1 O",0.231226803637418,0.205742609282857,0.102622158359774,28.8659251275739,4535.15301653112,4000.59547446094,4561.04455223376,314644016932.336,1735694435.30156,0.828236316523224,9296596.97540438
"1745",2022,6,"X2 X3 X6 V2 E1 E2",0.231201386208333,0.205716349287062,0.139840294624254,28.8726323466733,4535.15923214542,4000.60125215339,4561.05076784806,314654419795.008,1735751821.39467,0.828263699941299,9296904.34251275
"1736",2023,6,"X2 X3 X6 V1 E1 R",0.231191608322288,0.205706247272198,0.14429230911674,28.8752125613682,4535.16162318887,4000.60347473844,4561.05315889151,314658421694.862,1735773897.37556,0.828274234127922,9297022.58423379
"2187",2024,6,"X3 X5 X6 V1 E2 O",0.231125980891893,0.205638444346873,0.140015524892855,28.8925305030495,4535.17767065983,4000.61839164314,4561.06920636247,314685281734.231,1735922067.4292,0.828344937713154,9297816.20161509
"2206",2025,6,"X3 X5 X6 E1 E2 O",0.231010856798791,0.205519503985491,0.140444142013275,28.9229097563354,4535.20581793597,4000.64455607782,4561.09735363861,314732399801.394,1736181988.3639,0.828468966432242,9299208.370724
"2248",2026,6,"X3 X6 V1 V2 E1 E2",0.231008537549893,0.205517107855414,0.138539441261766,28.9235217659314,4535.20638493765,4000.64508313919,4561.09792064029,314733349025.161,1736187224.63829,0.828471465070558,9299236.41686608
"2176",2027,6,"X3 X5 X6 V1 V2 E2",0.230957571796719,0.20546445262976,0.140128746592406,28.9369707450533,4535.21884443111,4000.65666499289,4561.11038013375,314754208323.301,1736302292.35214,0.828526372926186,9299852.7339659
"1737",2028,6,"X2 X3 X6 V1 E1 O",0.230917394400598,0.205422943386253,0.143708325187555,28.947572863691,4535.22866593496,4000.66579470587,4561.1202016376,314770652155.325,1736393002.69845,0.828569657966207,9300338.58995181
"2300",2029,6,"X4 X5 X6 V1 V2 Z1",0.230798473220082,0.205300080067156,0.0992510341487565,28.9789541025491,4535.25773362345,4000.69281512936,4561.14926932609,314819324297.008,1736661496.49121,0.828697777470078,9301776.67636316
"2193",2030,6,"X3 X5 X6 V2 E1 E2",0.230756688259933,0.205256909970207,0.137611063532854,28.9899804294775,4535.26794597856,4000.70230827424,4561.1594816812,314836426073.931,1736755836.3084,0.828742794416094,9302281.97225012
"1727",2031,6,"X2 X3 X6 V1 V2 E1",0.230725703808165,0.205224898409541,0.14192733115392,28.9981566893968,4535.2755183026,4000.70934733224,4561.16705400524,314849107411.435,1736825791.32344,0.828776175455291,9302656.66007997
"1751",2032,6,"X2 X3 X6 Z1 E1 E2",0.230385885695755,0.204873815608322,0.144463107649308,29.0878288008536,4535.35854681297,4000.78652976673,4561.25008251561,314988188399.717,1737593014.23069,0.82914227784159,9306766.00214727
"1732",2033,6,"X2 X3 X6 V1 Z1 E2",0.230260853480823,0.204744638679082,0.143419702053721,29.1208226358013,4535.38908698469,4000.81492007203,4561.28062268733,315039361669.725,1737875305.18557,0.829276981056572,9308277.98788854
"2199",2034,6,"X3 X5 X6 Z1 E1 E2",0.22998894005692,0.20446371155052,0.141676646758934,29.1925758766212,4535.45548700725,4000.8766467775,4561.34702270989,315150650580.888,1738489216.5693,0.829569926458014,9311566.17421733
"2175",2035,6,"X3 X5 X6 V1 V2 E1",0.229967071120996,0.204441117677493,0.139130471019277,29.1983467098642,4535.46082628325,4000.88161032168,4561.35236198589,315159601113.864,1738538591.06697,0.829593486913844,9311830.63021623
"2185",2036,6,"X3 X5 X6 V1 E1 O",0.229948368236878,0.204421794808266,0.140325326849858,29.2032820768972,4535.46539245098,4000.8858551685,4561.35692815362,315167255843.003,1738580817.42455,0.829613636429883,9312056.79988076
"2180",2037,6,"X3 X5 X6 V1 Z1 E2",0.229799407737717,0.204267896392006,0.140353014578634,29.2425901714207,4535.50175607181,4000.91966009027,4561.39329177445,315228222497.462,1738917132.36203,0.829774118735609,9313858.14484506
"1685",2038,6,"X2 X3 X5 X6 E1 E2",0.229771494096504,0.20423905743672,0.138572655118925,29.2499560976458,4535.508569452,4000.92599409285,4561.40010515464,315239647011.532,1738980154.26751,0.829804191442992,9314195.69807102
"2254",2039,6,"X3 X6 V1 Z1 E1 E2",0.229677793421743,0.204142250662243,0.140424572243396,29.2746820820591,4535.53143884115,4000.94725452561,4561.42297454379,315277996887.458,1739191706.56999,0.829905139683758,9315328.79872243
"1673",2040,6,"X2 X3 X5 X6 V1 E2",0.229529928753713,0.203989484403007,0.138292807501006,29.3137010057358,4535.56752230039,4000.98079965887,4561.45905800303,315338515039.407,1739525547.39936,0.830064441397934,9317116.89205357
"2305",2041,6,"X4 X5 X6 V1 Z1 E1",0.229481501754345,0.203939452088743,0.100761486790524,29.3264800517203,4535.57933845019,4000.99178466863,4561.47087415283,315358335274.661,1739634883.25254,0.83011661413206,9317702.50858909
"1731",2042,6,"X2 X3 X6 V1 Z1 E1",0.228818401005463,0.203254370099567,0.142964971485634,29.5014608490623,4535.74105984944,4001.14213458541,4561.63259555208,315629729600.382,1741131996.1661,0.830831004441628,9325721.23302643
"1672",2043,6,"X2 X3 X5 X6 V1 E1",0.228635827392882,0.203065744323033,0.13733284013209,29.5496388617653,4535.78556269656,4001.18350947579,4561.6770983992,315704453452.774,1741544200.96836,0.831027699770099,9327929.05361973
"2327",2044,6,"X4 X5 X6 Z1 E1 O",0.228439617709201,0.202863030450943,0.105448927549144,29.6014151973443,4535.83337763426,4001.22796427295,4561.7249133369,315784758285.626,1741987192.55253,0.831239085893402,9330301.77207621
"2179",2045,6,"X3 X5 X6 V1 Z1 E1",0.227855213376649,0.202259253599079,0.139757002748909,29.7556293740777,4535.97572090288,4001.36030828206,4561.86725660552,316023943688.521,1743306628.96469,0.831868692771014,9337368.8388992
"1735",2046,6,"X2 X3 X6 V1 E1 E2",0.227311214832233,0.201697221953744,0.137425227140271,29.8991811634781,4536.10812575535,4001.48341706605,4561.99966145798,316246591782.952,1744534839.37944,0.832454768550909,9343947.2878443
"2183",2047,6,"X3 X5 X6 V1 E1 E2",0.227276767585013,0.201661632808826,0.134831328372105,29.9082711951134,4536.11650679859,4001.49120984459,4562.00804250123,316260690375.735,1744612612.50628,0.832491880226091,9344363.85046099
"1721",2048,6,"X2 X3 X5 Z1 R O",0.205782494762698,0.179454842655384,0.138992125508941,35.5802373376308,4541.27455352805,4006.29089588444,4567.16608923069,325057880982.603,1793141216.13745,0.855648693487701,9604289.13486725
"2284",2049,6,"X3 V1 V2 Z1 R O",0.204836076249527,0.178477051152826,0.136366114864981,35.8299807836053,4541.49844780322,4006.49940085762,4567.38998350586,325445231795.68,1795277988.53606,0.856668315642775,9615733.95569171
"1708",2050,6,"X2 X3 X5 V2 Z1 R",0.204446924503017,0.178074999348421,0.138905914766036,35.932671186242,4541.59043214718,4006.58506667651,4567.48196784982,325604504087.297,1796156594.24721,0.857087567524374,9620439.87801925
"1715",2051,6,"X2 X3 X5 V2 R O",0.204426361867804,0.178053755078891,0.137049731978771,35.9380973093629,4541.59529131445,4006.58959212582,4567.48682701709,325612919976.629,1796203019.44997,0.857109720639659,9620688.53722489
"1719",2052,6,"X2 X3 X5 Z1 E2 R",0.20430586658844,0.177929265480875,0.139721985968294,35.9698939256306,4541.62376309395,4006.6161086503,4567.51529879659,325662236366.56,1796475067.15774,0.857239535995879,9622145.6588506
"1717",2053,6,"X2 X3 X5 Z1 E1 R",0.204231838739443,0.177852783670033,0.139255607846168,35.9894285922176,4541.64125296559,4006.63239754263,4567.53278866823,325692534534.971,1796642203.22098,0.857319289755848,9623040.86055682
"2234",2054,6,"X3 X5 V2 Z1 R O",0.203654720284333,0.17725653421641,0.134754662261278,36.1417201521447,4541.77754761837,4006.75933610955,4567.66908332101,325928737968.989,1797945189.97414,0.857941047207487,9630019.82094411
"1698",2055,6,"X2 X3 X5 V1 Z1 R",0.203650589710114,0.177252266717079,0.136635405469924,36.142810139106,4541.77852275561,4006.76024432586,4567.67005845825,325930428533.216,1797954515.76063,0.857945497273634,9630069.77102559
"2296",2056,6,"X3 V2 Z1 E1 R O",0.20334236413057,0.176933823715008,0.135251613038168,36.2241455285785,4541.85127373285,4006.82800334441,4567.74280943549,326056579308.15,1798650410.7603,0.85827756350574,9633797.07187854
"2211",2057,6,"X3 X5 V1 V2 Z1 R",0.203210259642006,0.176797340072128,0.135520683845201,36.2590056139884,4541.88244595011,4006.85703706006,4567.77398165275,326110647123.122,1798948669.11109,0.858419886021043,9635394.58099388
"2280",2058,6,"X3 V1 V2 Z1 E1 R",0.203197422906877,0.176784077809867,0.136215607273525,36.2623930059525,4541.88547471246,4006.85985805502,4567.7770104151,326115900950.81,1798977651.19558,0.858433715652813,9635549.8126715
"2297",2059,6,"X3 V2 Z1 E2 R O",0.203166579932837,0.176752212416798,0.134196206832726,36.2705319323509,4541.89275175581,4006.86663591721,4567.78428745845,326128524384.213,1799047286.78988,0.858466944271253,9635922.7896438
"1786",2060,6,"X2 X3 V2 Z1 R O",0.2029521772708,0.176530702484197,0.136554960560246,36.3271090796678,4541.94332980344,4006.9137448791,4567.83486550608,326216275251.625,1799531353.49404,0.858697930564607,9638515.51159202
"2282",2061,6,"X3 V1 V2 Z1 E2 R",0.202829878112082,0.17640434920972,0.135959199841324,36.3593817084393,4541.97217434375,4006.94061132236,4567.86371004639,326266329934.526,1799807473.90281,0.858829689326763,9639994.44711477
"1694",2062,6,"X2 X3 X5 V1 V2 R",0.202761654511964,0.176333864053797,0.135767362202986,36.3773847343239,4541.98826311535,4006.95559685948,4567.87979881799,326294252536.006,1799961505.44767,0.858903189890426,9640819.45937782
"1725",2063,6,"X2 X3 X5 E2 R O",0.202601539163025,0.176168441013733,0.136033064028125,36.4196364004113,4542.02601677258,4006.99076196297,4567.91755247522,326359784654.973,1800323005.2001,0.85907568985199,9642755.69736805
"1724",2064,6,"X2 X3 X5 E1 R O",0.202412460319958,0.175973094363714,0.134688461483102,36.4695310307162,4542.07058998219,4007.03227954423,4567.96212568483,326437170972.526,1800749897.159,0.859279393577946,9645042.18421343
"2218",2065,6,"X3 X5 V1 V2 R O",0.202386000887675,0.175945757823179,0.132228445195416,36.4765132164034,4542.07682665279,4007.03808871566,4567.96836235543,326448000306.975,1800809635.83042,0.859307899596151,9645362.15202617
"2242",2066,6,"X3 X5 Z1 E2 R O",0.202245945282876,0.175801059491148,0.134037275435509,36.51347146361,4542.10983527887,4007.06883490828,4568.00137098151,326505322360.211,1801125845.78029,0.859458788231156,9647055.81215653
"1763",2067,6,"X2 X3 V1 V2 Z1 R",0.202197207216355,0.175750705798112,0.137636322108069,36.526332594826,4542.12132061895,4007.07953310551,4568.01285632159,326525269909.241,1801235883.94401,0.859511296092878,9647645.19035539
"1705",2068,6,"X2 X3 X5 V1 R O",0.202133636108495,0.175685027360711,0.133005556661896,36.5431079086223,4542.13630037617,4007.09348628586,4568.02783607881,326551288335.524,1801379411.34413,0.859579784303002,9648413.94110248
"2230",2069,6,"X3 X5 V2 Z1 E1 R",0.20212987723112,0.175681143879666,0.134937965906398,36.5440998112273,4542.13718607247,4007.09431128648,4568.02872177511,326552826771.414,1801387897.93364,0.859583833922274,9648459.39633974
"2232",2070,6,"X3 X5 V2 Z1 E2 R",0.202106322936591,0.175656808779793,0.135108514848543,36.550315381402,4542.14273602588,4007.09948091333,4568.03427172852,326562467089.107,1801441077.54258,0.859609210095938,9648744.23299158
"2241",2071,6,"X3 X5 Z1 E1 R O",0.201707917901091,0.175245196947536,0.133712897731029,36.6554475666612,4542.23658493763,4007.18689983706,4568.12812064027,326725526573.138,1802340574.82784,0.860038430990538,9653562.05320896
"1711",2072,6,"X2 X3 X5 V2 E1 R",0.201692898475532,0.175229679640467,0.135307938561076,36.6594109328078,4542.24012202075,4007.1901946268,4568.13165772339,326731673733.851,1802374484.87243,0.86005461213962,9653743.67965859
"1713",2073,6,"X2 X3 X5 V2 E2 R",0.201639736274823,0.175174755156861,0.136801657018681,36.673439516374,4542.25264121411,4007.20185627172,4568.14417691674,326753431995.532,1802494511.60642,0.860111886333754,9654386.55789193
"2238",2074,6,"X3 X5 V2 E2 R O",0.201575504467745,0.17510839411861,0.132862874316882,36.6903891772455,4542.26776608258,4007.21594516374,4568.15930178522,326779720833.241,1802639530.69741,0.860181086346904,9655163.2983223
"2237",2075,6,"X3 X5 V2 E1 R O",0.20152915286478,0.175060505998419,0.131839770239963,36.702620562082,4542.27867988655,4007.22611146668,4568.17021558919,326798691648.843,1802744180.83312,0.860231023156729,9655723.81756774
"2287",2076,6,"X3 V1 V2 E1 R O",0.201117710708091,0.17463542487521,0.13113780231215,36.8111930177139,4542.37552901202,4007.31632869694,4568.26706471466,326967086974.705,1803673112.62366,0.860674289568631,9660699.29268513
"1770",2077,6,"X2 X3 V1 V2 R O",0.20100715980254,0.174521209298756,0.134077382717325,36.84036548605,4542.40154302262,4007.34056179566,4568.29307872526,327012333324.556,1803922708.46349,0.860793391372955,9662036.15929162
"2288",2078,6,"X3 V1 V2 E2 R O",0.201004515617136,0.174518477460798,0.132002112317645,36.8410632407593,4542.40216518844,4007.34114137045,4568.29370089108,327013415538.557,1803928678.36191,0.860796240080987,9662068.13481593
"1845",2079,6,"X2 X4 X5 Z1 E2 R",0.200933637133094,0.174445249413749,0.113123736723756,36.8597668445071,4542.41884183338,4007.35667643737,4568.31037753602,327042424732.736,1804088703.95973,0.860872600878711,9662925.25197802
"1782",2080,6,"X2 X3 V2 Z1 E1 R",0.2008638567749,0.17437315589451,0.136592835293845,36.8781806718723,4542.43525866078,4007.37196954671,4568.32679436342,327070984485.221,1804246250.26855,0.860947778612677,9663769.08975749
"2294",2081,6,"X3 V2 Z1 E1 E2 R",0.200716868637322,0.174221295221985,0.133500380186395,36.9169682943513,4542.46983503305,4007.40417943695,4568.36137073569,327131143890.19,1804578112.11501,0.861106135998465,9665546.58340801
"2224",2082,6,"X3 X5 V1 Z1 R O",0.200618582560128,0.174119751042784,0.131013153983797,36.9429042870101,4542.49295155559,4007.42571399726,4568.38448725823,327171370482.744,1804800017.09044,0.861212024313674,9666735.13427359
"1784",2083,6,"X2 X3 V2 Z1 E2 R",0.200610237550476,0.174111129402978,0.136288466508799,36.945106390454,4542.49491414015,4007.42754228054,4568.38644984279,327174785933.973,1804818858.00072,0.861221014793686,9666836.04855085
"2239",2084,6,"X3 X5 Z1 E1 E2 R",0.200277865660638,0.173767739660438,0.133981738978232,37.032813572803,4542.5730649141,4007.50034599036,4568.46460061674,327310819327.214,1805569269.23042,0.861579095006495,9670855.34516576
"2222",2085,6,"X3 X5 V1 Z1 E2 R",0.200188461283546,0.173675371602337,0.132161510994012,37.056405838708,4542.59408106799,4007.51992450777,4568.48561677063,327347410811.507,1805771121.58498,0.861675414639274,9671936.49168023
"1789",2086,6,"X2 X3 V2 E1 R O",0.200053303258708,0.173535733200985,0.133358651489174,37.0920716994287,4542.62584800398,4007.54951861625,4568.51738370662,327402728379.884,1806076274.04439,0.861821026875978,9673570.92650556
"1790",2087,6,"X2 X3 V2 E2 R O",0.199961473540365,0.173440859403581,0.134016106271033,37.1163039708632,4542.64742818712,4007.56962289361,4568.53896388976,327440312509.494,1806283602.20291,0.861919959445464,9674681.40211246
"1794",2088,6,"X2 X3 Z1 E2 R O",0.199943075175037,0.17342185114769,0.134283845761936,37.1211589806641,4542.65175154505,4007.57365058501,4568.54328724769,327447842604.975,1806325141.03448,0.861939780888772,9674903.88930149
"1722",2089,6,"X2 X3 X5 E1 E2 R",0.19990203282475,0.173379448277504,0.133979111938977,37.1319893457182,4542.66139556376,4007.5826350854,4568.5529312664,327464640446.029,1806417804.2274,0.861983997785491,9675400.20497866
"1703",2090,6,"X2 X3 X5 V1 E2 R",0.19987020979396,0.173346570339617,0.133126944490225,37.1403868921104,4542.6688729116,4007.58960110297,4568.56040861424,327477664997.725,1806489652.54068,0.862018282266175,9675785.03355123
"2298",2091,6,"X3 V2 E1 E2 R O",0.199844180976651,0.173319678688585,0.130358273317845,37.1472554459678,4542.67498859199,4007.59529858062,4568.56652429463,327488318089.785,1806548418.99296,0.862046324362171,9676099.79403639
"2216",2092,6,"X3 X5 V1 V2 E2 R",0.199841815056478,0.173317234340119,0.131968030392798,37.1478797713045,4542.67554447414,4007.59581645091,4568.56708017678,327489286415.203,1806553760.63924,0.862048873281695,9676128.40456343
"1839",2093,6,"X2 X4 X5 V2 E2 R",0.19983046364849,0.173305506642363,0.110963451481124,37.1508752111741,4542.67821150874,4007.59830111185,4568.56974721138,327493932327.189,1806579389.23265,0.862061102699141,9676265.67452247
"2214",2094,6,"X3 X5 V1 V2 E1 R",0.199818080793479,0.17329271330597,0.129921914505256,37.1541428320399,4542.6811208406,4007.60101150381,4568.57265654324,327499000390.514,1806607346.57122,0.862074443344042,9676415.41753248
"1793",2095,6,"X2 X3 Z1 E1 R O",0.199696995633269,0.173167614273046,0.134434188209564,37.1860951076413,4542.70956723185,4007.62751285511,4568.60110293449,327548558207.279,1806880726.07999,0.862204894207251,9677879.67245122
"2299",2096,6,"X3 Z1 E1 E2 R O",0.199653470023476,0.173122645825359,0.132107841902969,37.197580761849,4542.71979159948,4007.63703817932,4568.61132730212,327566372398.473,1806978995.84156,0.862251786438797,9678406.01761294
"1701",2097,6,"X2 X3 X5 V1 E1 R",0.199651781006274,0.173120900818637,0.131212932835868,37.198026464221,4542.72018834625,4007.63740780095,4568.61172404889,327567063680.583,1806982809.21301,0.862253606098213,9678426.44250845
"1851",2098,6,"X2 X4 X5 E2 R O",0.199586669716845,0.173053631143923,0.112565750563174,37.2152082052452,4542.73548221987,4007.65165608247,4568.62701792251,327593712473.426,1807129813.95157,0.862323753619974,9679213.81831608
"2220",2099,6,"X3 X5 V1 Z1 E1 R",0.199577826294818,0.173044494569784,0.131322820601691,37.2175418310784,4542.7375593394,4007.65359120107,4568.62909504204,327597331915.211,1807149780.15028,0.862333281063594,9679320.75977926
"2292",2100,6,"X3 V1 Z1 E2 R O",0.199512577862093,0.172977083205588,0.130688745362889,37.2347597618419,4542.75288400906,4007.6678682462,4568.6444197117,327624036838.156,1807297094.52352,0.862403576336419,9680109.79402914
"2291",2101,6,"X3 V1 Z1 E1 R O",0.199130564369321,0.172582406282116,0.13122776360922,37.3355665030096,4542.84258111518,4007.75143477224,4568.73411681782,327780387580.426,1808159583.87247,0.862815137834157,9684729.39510039
"1843",2102,6,"X2 X4 X5 Z1 E1 R",0.199119835161688,0.172571321410142,0.110879043779548,37.3383977549869,4542.84509972488,4007.75378127287,4568.73663542752,327784778837.826,1808183807.69566,0.862826696925253,9684859.14093401
"1776",2103,6,"X2 X3 V1 Z1 R O",0.198905858718202,0.172350251824883,0.132353537061633,37.394862430614,4542.89532221779,4007.80057217708,4568.78685792043,327872355262.22,1808666912.10669,0.863057224032877,9687446.70871959
"1829",2104,6,"X2 X4 X5 V1 E2 R",0.198868916353233,0.17231208485113,0.107609148977927,37.4046108805875,4542.90399161645,4007.80864928537,4568.79552731909,327887475058.493,1808750318.57508,0.86309702381834,9687893.44421981
"2235",2105,6,"X3 X5 V2 E1 E2 R",0.198729353379491,0.172167895480469,0.130726086927503,37.4414391309944,4542.93673975774,4007.83916027053,4568.82827546038,327944595487.354,1809065416.28926,0.863247381718228,9689581.14707639
"1848",2106,6,"X2 X4 X5 E1 E2 R",0.19861390630118,0.172048621427186,0.108781017792739,37.4719036144801,4542.96382484741,4007.86439529163,4568.85536055005,327991845746.123,1809326066.44245,0.863371758404806,9690977.22197095
"1837",2107,6,"X2 X4 X5 V2 E1 R",0.198608273996471,0.172042802416244,0.108136525609298,37.4733898820955,4542.96514614506,4007.86562634214,4568.8566818477,327994150939.627,1809338782.7546,0.863377826357393,9691045.33213291
"2228",2108,6,"X3 X5 V1 E2 R O",0.198014841935745,0.171429698574499,0.128179328770079,37.6299863198607,4543.10430897523,4007.99528676277,4568.99584467787,328237031217.253,1810678601.4819,0.864017159240496,9698221.56919082
"2243",2109,6,"X3 X5 E1 E2 R O",0.19787919029829,0.17128955019768,0.128854018907384,37.6657824363975,4543.13610551289,4008.02491289216,4569.02764121553,328292550811.736,1810984868.39311,0.864163303269799,9699861.97315969
"1766",2110,6,"X2 X3 V1 V2 E1 R",0.197765069385388,0.171171646271092,0.131729166055757,37.6958969678115,4543.1628511169,4008.04983307526,4569.05438681954,328339258296.624,1811242524.40195,0.864286251214637,9701242.01104177
"1850",2111,6,"X2 X4 X5 E1 R O",0.197713877454976,0.171118757370611,0.109655650329029,37.7094056311875,4543.17484732337,4008.06101058925,4569.06638302601,328360210164.738,1811358102.7665,0.864341402741877,9701861.06325078
"2285",2112,6,"X3 V1 V2 E1 E2 R",0.197648164086485,0.171050865658413,0.12902521470983,37.7267462504432,4543.1902453304,4008.07535780245,4569.08178103304,328387105376.91,1811506466.84651,0.86441219891235,9702655.71986165
"1791",2113,6,"X2 X3 Z1 E1 E2 R",0.197634562275029,0.171036812958179,0.134202472448786,37.7303355327927,4543.19343235979,4008.07832735005,4569.08496806243,328392672335.558,1811537176.27885,0.864426852797621,9702820.20343085
"1768",2114,6,"X2 X3 V1 V2 E2 R",0.197620557087087,0.171022343509863,0.133338414755312,37.7340312592071,4543.19671384754,4008.08138491312,4569.08824955018,328398404388.409,1811568796.43274,0.864441941259768,9702989.56493887
"1841",2115,6,"X2 X4 X5 V2 R O",0.197594551340834,0.170995475694674,0.108832932613291,37.7408937250125,4543.20280697606,4008.08706226187,4569.0943426787,328409048037.931,1811627510.79644,0.864469958500206,9703304.04643108
"2227",2116,6,"X3 X5 V1 E1 R O",0.197504608363302,0.170902551181976,0.12670868725036,37.7646281182407,4543.22387903156,4008.10669649165,4569.1154147342,328445859960.979,1811830579.17387,0.864566858393127,9704391.70611645
"1774",2117,6,"X2 X3 V1 Z1 E2 R",0.19744471051183,0.170840667766366,0.132973309369129,37.7804341233272,4543.23791073313,4008.11977082477,4569.12944643577,328470374994.388,1811965813.29491,0.864631389227587,9705116.03702115
"1691",2118,6,"X2 X3 X5 V1 V2 Z1",0.197396466320965,0.170790824320555,0.129508237550403,37.7931649293154,4543.24921168075,4008.13030075964,4569.14074738339,328490120409.654,1812074736.41295,0.864683365013325,9705699.4428956
"2289",2119,6,"X3 V1 Z1 E1 E2 R",0.197297368225139,0.170688441204978,0.130631212269592,37.8193151996205,4543.27242275716,4008.15192835849,4569.1639584598,328530679345.747,1812298474.72002,0.864790128155237,9706897.81331523
"1834",2120,6,"X2 X4 X5 V2 Z1 R",0.197260068540071,0.170649905066262,0.107946042310006,37.8291579401765,4543.28115846774,4008.16006815035,4569.17269417038,328545945386.232,1812382687.92636,0.864830312898818,9707348.869805
