"","x"
"1",0.00186949390496273
"2",2.53159673213941e-06
"3",0.0266835813700601
"4",0.0266835813700599
"5",0.00472782197891422
"6",5.05503075279669e-06
"7",0.0017571717090189
"8",0.0146065946789623
"9",0.000174107112407394
"10",0.00078415987642083
"11",0.000162885752624475
"12",0.00117537983391977
"13",0.000173364653067741
"14",0.022134357034365
"15",0.0250429408070741
"16",0.00113610085190528
"17",0.00382672899231572
"18",0.00890871728761372
"19",0.00387803924748767
"20",0.0242332608395307
"21",0.00487273677157104
"22",7.15602347844213e-05
"23",0.00331542644056428
"24",1.03691009414779e-06
"25",0.000716654916148626
"26",6.23472325133529e-05
"27",0.00192629650864386
"28",0.00192629650864386
"29",0.242492744649017
"30",0.00118975358075442
"31",0.00742128351705834
"32",0.000859798406613219
"33",0.0106369769639741
"34",0.000511638343194557
"35",0.000511638343194557
"36",0.000511638343194557
"37",1.01544950964975e-05
"38",0.000186817291887571
"39",0.00708368521642272
"40",0.00576901343361288
"41",0.000745977783137784
"42",0.00371895176419594
"43",0.00335070858795603
"44",7.12274689143446e-05
"45",0.000769508519788548
"46",0.000767515375301844
"47",0.00731777598252008
"48",0.00360931079101757
"49",0.00360931079101757
"50",0.000696737447606623
"51",0.0285587726553663
"52",0.00907624722627036
"53",0.00567263662380508
"54",0.00256986085945284
"55",0.000462834031015537
"56",0.00203218085595339
"57",0.00203218085595339
"58",0.00011919913065307
"59",1.18382408377291e-06
"60",0.00784989241547428
"61",2.39991900014251e-05
"62",0.00774747317178156
"63",0.00130789154407063
"64",0.000434810102184784
"65",0.0132561521587279
"66",0.0118116468379917
"67",4.8269825068337e-06
"68",0.000982604844063327
"69",0.00307010154940917
"70",0.00180470866666537
"71",0.00341506161745414
"72",0.000166103483819464
"73",0.000134571340328476
"74",2.4844884919274e-05
"75",7.40036020869866e-05
"76",1.44599222197006e-08
"77",0.00132925057186726
"78",0.00110298921364963
"79",0.00110298921364963
"80",0.00369313930906373
"81",0.00885456285115205
"82",1.75571594880766e-05
"83",0.000419925103257643
"84",0.00147058328674309
"85",7.6090903093048e-06
"86",0.00112354135199501
"87",0.0304505626218127
"88",6.37790614808221e-06
"89",0.000143146289227129
"90",4.09209112678153e-06
"91",0.00590554199253344
"92",4.78191400944318e-06
"93",0.00115051131879177
"94",0.000414402845083694
"95",0.00519888904677456
"96",5.69632690207911e-05
"97",0.00381294344975158
"98",0.0189636737073677
"99",0.0018338524448779
"100",0.00142636968759946
"101",0.00142636968759946
"102",0.00310916653126827
"103",0.000289938950987897
"104",4.30887624733161e-05
"105",2.1069911924146e-06
"106",0.0426405123370882
"107",0.0782712130297247
"108",0.00123021860954662
"109",0.00383625543890925
"110",0.000906839751684422
"111",0.000906839751684422
"112",0.000906839751684422
"113",0.000907126768856166
"114",0.00219922468400737
"115",0.00277385432016927
"116",0.00940767436474613
"117",0.0107749539487798
"118",0.00795045786215373
"119",0.00530201541039737
"120",0.00408868414965788
"121",0.00408868414965788
"122",0.00408868414965788
"123",0.000156351564533209
"124",0.00442852789422385
"125",0.00116171933187141
"126",0.00286034439410546
"127",0.00119961315824638
"128",0.00292706286234471
"129",0.000395801190867272
"130",0.00530055710816842
"131",0.0582065466451017
"132",0.0218979768251131
"133",0.00238216051182538
"134",4.793309434933e-05
"135",0.031548314818005
"136",0.000799768964428784
"137",4.59407525896379e-05
"138",0.00167782067808366
"139",0.0149210693078474
"140",0.00127711810399187
"141",0.00222005423585438
"142",0.00143044395571748
"143",0.00387554954692532
"144",0.0281802907401477
"145",0.0139870951825772
"146",0.000321518839911122
"147",0.0010915487359371
"148",0.00141600617821894
"149",0.000550902552929289
"150",0.00366054512624253
"151",0.000700572719321589
"152",0.0228880909583073
"153",0.00123508021821227
"154",0.00970261359739514
"155",0.0018805970427675
"156",0.00054841178382469
"157",0.00101319053476283
"158",0.00640683364337586
"159",0.00368850781618501
"160",0.00157819357763245
"161",0.00158727497330065
"162",0.700729875021387
"163",0.00627950727038904
"164",0.00627950727038904
"165",0.000594438629564612
"166",0.000594438629564612
"167",0.000134573055262265
"168",0.000218668335485452
"169",0.00365430980525681
"170",0.0003065745932935
"171",0.0011463628594538
"172",0.000161780586302791
"173",0.00290118123801113
"174",3.28034156806171e-05
"175",8.52794372661516e-05
"176",6.95363507990668e-05
"177",0.00110884372700093
"178",0.00328794068670367
"179",0.000219382061621788
"180",0.0383127662592975
"181",0.00582573584007306
"182",0.011129673065098
"183",0.0174609795664706
"184",0.000330010077333308
"185",5.4685585286436e-05
"186",0.00906065401741775
"187",0.011032004465654
"188",0.00159576970160579
